,selling_price
28227,278000
28228,278000
28229,278000
28230,278000
28231,278000
28232,278000
28233,278000
28234,278000
28235,278000
28236,278000
28237,278000
28238,278000
28239,278000
28240,278000
28241,278000
28242,278000
28243,278000
28244,278000
28245,278000
28246,278000
28247,278000
28248,278000
28249,278000
28250,278000
28251,278000
28252,278000
28253,278000
28254,278000
28255,278000
28256,278000
28257,278000
28258,278000
28259,278000
28260,278000
28261,278000
28262,278000
28263,278000
28264,278000
28265,278000
28266,278000
28267,278000
28268,278000
28269,278000
28270,278000
28271,278000
28272,278000
28273,278000
28274,278000
28275,278000
28276,278000
28277,278000
28278,278000
28279,278000
28280,278000
28281,278000
28282,278000
28283,278000
28284,278000
28285,278000
28286,278000
28287,278000
28288,278000
28289,278000
28290,278000
28291,278000
28292,278000
28293,278000
28294,278000
28295,278000
28296,278000
28297,278000
28298,278000
28299,278000
28300,278000
28301,278000
28302,278000
28303,278000
28304,278000
28305,278000
28306,278000
28307,278000
28308,278000
28309,278000
28310,278000
28311,278000
28312,278000
28313,278000
28314,278000
28315,278000
28316,278000
28317,278000
28318,278000
28319,278000
28320,278000
28321,278000
28322,278000
28323,278000
28324,278000
28325,278000
28326,278000
28327,278000
28328,278000
28329,278000
28330,278000
28331,278000
28332,278000
28333,278000
28334,278000
28335,278000
28336,278000
28337,278000
28338,278000
28339,278000
28340,278000
28341,278000
28342,278000
28343,278000
28344,278000
28345,278000
28346,278000
28347,278000
28348,279000
28349,279000
28350,279000
28351,279000
28352,279000
28353,279000
28354,279000
28355,279000
28356,279000
28357,279000
28358,279000
28359,279000
28360,279000
28361,279000
28362,279000
28363,279000
28364,279000
28365,279000
28366,279000
28367,279000
28368,279000
28369,279000
28370,279000
28371,279000
28372,279000
28373,279000
28374,279000
28375,279000
28376,279000
28377,279000
28378,279000
28379,279000
28380,279000
28381,279000
28382,279000
28383,279000
28384,279000
28385,279000
28386,279000
28387,279000
28388,279000
28389,279000
28390,279000
28391,279000
28392,279000
28393,279000
28394,279000
28395,279000
28396,279000
28397,279000
28398,279000
28399,279000
28400,279000
28401,279000
28402,279000
28403,279000
28404,279000
28405,279000
28406,279000
28407,279000
28408,279000
28409,279000
28410,279000
28411,279000
28412,279000
28413,279000
28414,279000
28415,279000
28416,279000
28417,279000
28418,279000
28419,279000
28420,279000
28421,279000
28422,279000
28423,279000
28424,279000
28425,279000
28426,279000
28427,279000
28428,279000
28429,279000
28430,279000
28431,279000
28432,279000
28433,279000
28434,279000
28435,279000
28436,279000
28437,279000
28438,279000
28439,279000
28440,279000
28441,279000
28442,279000
28443,279000
28444,279000
28445,279000
28446,279000
28447,279000
28448,279000
28449,279000
28450,279000
28451,279000
28452,279000
28453,279000
28454,279000
28455,279000
28456,279000
28457,279000
28458,279000
28459,279000
28460,279000
28461,279000
28462,279000
28463,279000
28464,279000
28465,279000
28466,279000
28467,279000
28468,279000
28469,279000
28470,279000
28471,279000
28472,279000
28473,279000
28474,279000
28475,279000
28476,279000
28477,279000
28478,279000
28479,279000
28480,279000
28481,279000
28482,279000
28483,279000
28484,279000
28485,279000
28486,279000
28487,279000
28488,279000
28489,279000
28490,279000
28491,279000
28492,279000
28493,279000
28494,279000
28495,279000
28496,279000
28497,279000
28498,279000
28499,279000
28500,279000
28501,279000
28502,279000
28503,279000
28504,279000
28505,279000
28506,279000
28507,279000
28508,279000
28509,279000
28510,279000
28511,279000
28512,279000
28513,279000
28514,279000
28515,279000
28516,279000
28517,279000
28518,279000
28519,279000
28520,279000
28521,279000
28522,279000
28523,279000
28524,279000
28525,279000
28526,279000
28527,279000
28528,279000
28529,279000
28530,279000
28531,279000
28532,279000
28533,279000
28534,279000
28535,279000
28536,279000
28537,279000
28538,279000
28539,279000
28540,279000
28541,279000
28542,279000
28543,280000
28544,280000
28545,280000
28546,280000
28547,280000
28548,280000
28549,280000
28550,280000
28551,280000
28552,280000
28553,280000
28554,280000
28555,280000
28556,280000
28557,280000
28558,280000
28559,280000
28560,280000
28561,280000
28562,280000
28563,280000
28564,280000
28565,280000
28566,280000
28567,280000
28568,280000
28569,280000
28570,280000
28571,280000
28572,280000
28573,280000
28574,280000
28575,280000
28576,280000
28577,280000
28578,280000
28579,280000
28580,280000
28581,280000
28582,280000
28583,280000
28584,280000
28585,280000
28586,280000
28587,280000
28588,280000
28589,280000
28590,280000
28591,280000
28592,280000
28593,280000
28594,280000
28595,280000
28596,280000
28597,280000
28598,280000
28599,280000
28600,280000
28601,280000
28602,280000
28603,280000
28604,280000
28605,280000
28606,280000
28607,280000
28608,280000
28609,280000
28610,280000
28611,280000
28612,280000
28613,280000
28614,280000
28615,280000
28616,280000
28617,280000
28618,280000
28619,280000
28620,280000
28621,280000
28622,280000
28623,280000
28624,280000
28625,280000
28626,280000
28627,280000
28628,280000
28629,280000
28630,280000
28631,280000
28632,280000
28633,280000
28634,280000
28635,280000
28636,280000
28637,280000
28638,280000
28639,280000
28640,280000
28641,280000
28642,280000
28643,280000
28644,280000
28645,280000
28646,280000
28647,280000
28648,280000
28649,280000
28650,280000
28651,280000
28652,280000
28653,280000
28654,280000
28655,280000
28656,280000
28657,280000
28658,280000
28659,280000
28660,280000
28661,280000
28662,280000
28663,280000
28664,280000
28665,280000
28666,280000
28667,280000
28668,280000
28669,280000
28670,280000
28671,280000
28672,280000
28673,280000
28674,280000
28675,280000
28676,280000
28677,280000
28678,280000
28679,280000
28680,280000
28681,280000
28682,280000
28683,280000
28684,280000
28685,280000
28686,280000
28687,280000
28688,280000
28689,280000
28690,282000
28691,282000
28692,282000
28693,282000
28694,282000
28695,282000
28696,282000
28697,282000
28698,282000
28699,282000
28700,282000
28701,282000
28702,282000
28703,282000
28704,282000
28705,282000
28706,282000
28707,282000
28708,282000
28709,282000
28710,282000
28711,282000
28712,282000
28713,282000
28714,282000
28715,282000
28716,282000
28717,282000
28718,282000
28719,282000
28720,282000
28721,282000
28722,282000
28723,282000
28724,282000
28725,282000
28726,282000
28727,282000
28728,282000
28729,282000
28730,282000
28731,282000
28732,282000
28733,282000
28734,282000
28735,282000
28736,282000
28737,282000
28738,282000
28739,282000
28740,282000
28741,282000
28742,282000
28743,282000
28744,282000
28745,282000
28746,282000
28747,282000
28748,282000
28749,282000
28750,282000
28751,282000
28752,282000
28753,282000
28754,282000
28755,282000
28756,282000
28757,282000
28758,282000
28759,282000
28760,282000
28761,282000
28762,282000
28763,282000
28764,282000
28765,282000
28766,282000
28767,282000
28768,282000
28769,282000
28770,282000
28771,282000
28772,282000
28773,282000
28774,282000
28775,282000
28776,282000
28777,282000
28778,282000
28779,282000
28780,282000
28781,282000
28782,282000
28783,282000
28784,282000
28785,282000
28786,282000
28787,282000
28788,282000
28789,282000
28790,282000
28791,282000
28792,282000
28793,282000
28794,282000
28795,282000
28796,282000
28797,282000
28798,282000
28799,282000
28800,282000
28801,282000
28802,282000
28803,282000
28804,282000
28805,282000
28806,282000
28807,282000
28808,282000
28809,282000
28810,282000
28811,282000
28812,282000
28813,282000
28814,282000
28815,282000
28816,282000
28817,282000
28818,282000
28819,282000
28820,282000
28821,282000
28822,282000
28823,282000
28824,282000
28825,282000
28826,282000
28827,282000
28828,282000
28829,282000
28830,282000
28831,282000
28832,282000
28833,282000
28834,282000
28835,282000
28836,282000
28837,282000
28838,282000
28839,282000
28840,282000
28841,282000
28842,282000
28843,282000
28844,282000
28845,282000
28846,282000
28847,282000
28848,282000
28849,282000
28850,282000
28851,282000
28852,282000
28853,282000
28854,282000
28855,282000
28856,282000
28857,282000
28858,282000
28859,282000
28860,282000
28861,282000
28862,282000
28863,282000
28864,282000
28865,282000
28866,282000
28867,282000
28868,282000
28869,282000
28870,282000
28871,282000
28872,282000
28873,282000
28874,282000
28875,282000
28876,282000
28877,282000
28878,282000
28879,282000
28880,282000
28881,282000
28882,282000
28883,282000
28884,285000
28885,285000
28886,285000
28887,285000
28888,285000
28889,285000
28890,285000
28891,285000
28892,285000
28893,285000
28894,285000
28895,285000
28896,285000
28897,285000
28898,285000
28899,285000
28900,285000
28901,285000
28902,285000
28903,285000
28904,285000
28905,285000
28906,285000
28907,285000
28908,285000
28909,285000
28910,285000
28911,285000
28912,285000
28913,285000
28914,285000
28915,285000
28916,285000
28917,285000
28918,285000
28919,285000
28920,285000
28921,285000
28922,285000
28923,285000
28924,285000
28925,285000
28926,285000
28927,285000
28928,285000
28929,285000
28930,285000
28931,285000
28932,285000
28933,285000
28934,285000
28935,285000
28936,285000
28937,285000
28938,285000
28939,285000
28940,285000
28941,285000
28942,285000
28943,285000
28944,285000
28945,285000
28946,285000
28947,285000
28948,285000
28949,285000
28950,285000
28951,285000
28952,285000
28953,285000
28954,285000
28955,285000
28956,285000
28957,285000
28958,285000
28959,285000
28960,285000
28961,285000
28962,285000
28963,285000
28964,285000
28965,285000
28966,285000
28967,285000
28968,285000
28969,285000
28970,285000
28971,285000
28972,285000
28973,285000
28974,285000
28975,285000
28976,285000
28977,285000
28978,285000
28979,285000
28980,285000
28981,285000
28982,285000
28983,285000
28984,285000
28985,285000
28986,285000
28987,285000
28988,285000
28989,285000
28990,285000
28991,285000
28992,285000
28993,285000
28994,285000
28995,285000
28996,285000
28997,285000
28998,285000
28999,285000
29000,285000
29001,285000
29002,285000
29003,285000
29004,285000
29005,285000
29006,285000
29007,285000
29008,285000
29009,285000
29010,285000
29011,285000
29012,285000
29013,285000
29014,285000
29015,285000
29016,285000
29017,285000
29018,285000
29019,285000
29020,285000
29021,285000
29022,285000
29023,285000
29024,285000
29025,285000
29026,285000
29027,285000
29028,285000
29029,285000
29030,285000
29031,285000
29032,285000
29033,285000
29034,285000
29035,285000
29036,285000
29037,285000
29038,285000
29039,285000
29040,285000
29041,285000
29042,285000
29043,285000
29044,285000
29045,285000
29046,285000
29047,285000
29048,285000
29049,285000
29050,285000
29051,285000
29052,285000
29053,285000
29054,285000
29055,285000
29056,285000
29057,285000
29058,285000
29059,285000
29060,285000
29061,285000
29062,285000
29063,285000
29064,285000
29065,287000
29066,287000
29067,287000
29068,287000
29069,287000
29070,287000
29071,287000
29072,287000
29073,287000
29074,287000
29075,287000
29076,287000
29077,287000
29078,287000
29079,287000
29080,287000
29081,287000
29082,287000
29083,287000
29084,287000
29085,287000
29086,287000
29087,287000
29088,287000
29089,287000
29090,287000
29091,287000
29092,287000
29093,287000
29094,287000
29095,287000
29096,287000
29097,287000
29098,287000
29099,287000
29100,287000
29101,287000
29102,287000
29103,287000
29104,287000
29105,287000
29106,287000
29107,287000
29108,287000
29109,287000
29110,287000
29111,287000
29112,287000
29113,287000
29114,287000
29115,287000
29116,287000
29117,287000
29118,287000
29119,287000
29120,287000
29121,287000
29122,287000
29123,287000
29124,287000
29125,287000
29126,287000
29127,287000
29128,287000
29129,287000
29130,287000
29131,287000
29132,287000
29133,287000
29134,287000
29135,287000
29136,287000
29137,287000
29138,287000
29139,287000
29140,287000
29141,287000
29142,287000
29143,287000
29144,287000
29145,287000
29146,287000
29147,287000
29148,287000
29149,287000
29150,287000
29151,287000
29152,287000
29153,287000
29154,287000
29155,287000
29156,287000
29157,287000
29158,287000
29159,287000
29160,287000
29161,287000
29162,287000
29163,287000
29164,287000
29165,287000
29166,287000
29167,287000
29168,287000
29169,287000
29170,287000
29171,287000
29172,287000
29173,287000
29174,287000
29175,287000
29176,287000
29177,287000
29178,287000
29179,287000
29180,287000
29181,287000
29182,287000
29183,287000
29184,287000
29185,287000
29186,287000
29187,287000
29188,287000
29189,287000
29190,287000
29191,287000
29192,287000
29193,287000
29194,287000
29195,287000
29196,287000
29197,287000
29198,287000
29199,287000
29200,287000
29201,287000
29202,287000
29203,287000
29204,287000
29205,287000
29206,287000
29207,287000
29208,287000
29209,287000
29210,287000
29211,287000
29212,287000
29213,287000
29214,287000
29215,287000
29216,287000
29217,287000
29218,287000
29219,287000
29220,287000
29221,287000
29222,287000
29223,287000
29224,287000
29225,287000
29226,287000
29227,287000
29228,287000
29229,287000
29230,287000
29231,287000
29232,287000
29233,287000
29234,287000
29235,287000
29236,287000
29237,287000
29238,287000
29239,287000
29240,287000
29241,287000
29242,287000
29243,287000
29244,287000
29245,287000
29246,287000
29247,287000
29248,287000
29249,287000
29250,287000
29251,287000
29252,287000
29253,287000
29254,287000
29255,287000
29256,287000
29257,287000
29258,287000
29259,290000
29260,290000
29261,290000
29262,290000
29263,290000
29264,290000
29265,290000
29266,290000
29267,290000
29268,290000
29269,290000
29270,290000
29271,290000
29272,290000
29273,290000
29274,290000
29275,290000
29276,290000
29277,290000
29278,290000
29279,290000
29280,290000
29281,290000
29282,290000
29283,290000
29284,290000
29285,290000
29286,290000
29287,290000
29288,290000
29289,290000
29290,290000
29291,290000
29292,290000
29293,290000
29294,290000
29295,290000
29296,290000
29297,290000
29298,290000
29299,290000
29300,290000
29301,290000
29302,290000
29303,290000
29304,290000
29305,290000
29306,290000
29307,290000
29308,290000
29309,290000
29310,290000
29311,290000
29312,290000
29313,290000
29314,290000
29315,290000
29316,290000
29317,290000
29318,290000
29319,290000
29320,290000
29321,290000
29322,290000
29323,290000
29324,290000
29325,290000
29326,290000
29327,290000
29328,290000
29329,290000
29330,290000
29331,290000
29332,290000
29333,290000
29334,290000
29335,290000
29336,290000
29337,290000
29338,290000
29339,290000
29340,290000
29341,290000
29342,290000
29343,290000
29344,290000
29345,290000
29346,290000
29347,290000
29348,290000
29349,290000
29350,290000
29351,290000
29352,290000
29353,290000
29354,290000
29355,290000
29356,290000
29357,290000
29358,290000
29359,290000
29360,290000
29361,290000
29362,290000
29363,290000
29364,290000
29365,290000
29366,290000
29367,290000
29368,290000
29369,290000
29370,290000
29371,290000
29372,290000
29373,290000
29374,290000
29375,290000
29376,290000
29377,290000
29378,290000
29379,290000
29380,290000
29381,290000
29382,290000
29383,290000
29384,290000
29385,290000
29386,290000
29387,290000
29388,290000
29389,290000
29390,290000
29391,290000
29392,290000
29393,290000
29394,290000
29395,290000
29396,290000
29397,290000
29398,290000
29399,290000
29400,290000
29401,290000
29402,290000
29403,290000
29404,290000
29405,290000
29406,290000
29407,290000
29408,290000
29409,290000
29410,290000
29411,290000
29412,290000
29413,291000
29414,291000
29415,291000
29416,291000
29417,291000
29418,291000
29419,291000
29420,291000
29421,291000
29422,291000
29423,291000
29424,291000
29425,291000
29426,291000
29427,291000
29428,291000
29429,291000
29430,291000
29431,291000
29432,291000
29433,291000
29434,291000
29435,291000
29436,291000
29437,291000
29438,291000
29439,291000
29440,291000
29441,291000
29442,291000
29443,291000
29444,291000
29445,291000
29446,291000
29447,291000
29448,291000
29449,291000
29450,291000
29451,291000
29452,291000
29453,291000
29454,291000
29455,291000
29456,291000
29457,291000
29458,291000
29459,291000
29460,291000
29461,291000
29462,291000
29463,291000
29464,291000
29465,291000
29466,291000
29467,291000
29468,291000
29469,291000
29470,291000
29471,291000
29472,291000
29473,291000
29474,291000
29475,291000
29476,291000
29477,291000
29478,291000
29479,291000
29480,291000
29481,291000
29482,291000
29483,291000
29484,291000
29485,291000
29486,291000
29487,291000
29488,291000
29489,291000
29490,291000
29491,291000
29492,291000
29493,291000
29494,291000
29495,291000
29496,291000
29497,291000
29498,291000
29499,291000
29500,291000
29501,291000
29502,291000
29503,291000
29504,291000
29505,291000
29506,291000
29507,291000
29508,291000
29509,291000
29510,291000
29511,291000
29512,291000
29513,291000
29514,291000
29515,291000
29516,291000
29517,291000
29518,291000
29519,291000
29520,291000
29521,291000
29522,291000
29523,291000
29524,291000
29525,291000
29526,291000
29527,291000
29528,291000
29529,291000
29530,291000
29531,291000
29532,291000
29533,291000
29534,291000
29535,291000
29536,291000
29537,291000
29538,291000
29539,291000
29540,291000
29541,291000
29542,291000
29543,291000
29544,291000
29545,291000
29546,291000
29547,291000
29548,291000
29549,291000
29550,291000
29551,291000
29552,291000
29553,291000
29554,291000
29555,291000
29556,291000
29557,291000
29558,291000
29559,291000
29560,291000
29561,291000
29562,291000
29563,291000
29564,291000
29565,291000
29566,291000
29567,291000
29568,291000
29569,291000
29570,291000
29571,291000
29572,291000
29573,291000
29574,291000
29575,291000
29576,291000
29577,291000
29578,291000
29579,291000
29580,291000
29581,291000
29582,291000
29583,291000
29584,291000
29585,291000
29586,291000
29587,291000
29588,291000
29589,291000
29590,291000
29591,291000
29592,291000
29593,291000
29594,291000
29595,291000
29596,291000
29597,291000
29598,291000
29599,291000
29600,291000
29601,291000
29602,291000
29603,291000
29604,291000
29605,291000
29606,291000
29607,291000
29608,292000
29609,292000
29610,292000
29611,292000
29612,292000
29613,292000
29614,292000
29615,292000
29616,292000
29617,292000
29618,292000
29619,292000
29620,292000
29621,292000
29622,292000
29623,292000
29624,292000
29625,292000
29626,292000
29627,292000
29628,292000
29629,292000
29630,292000
29631,292000
29632,292000
29633,292000
29634,292000
29635,292000
29636,292000
29637,292000
29638,292000
29639,292000
29640,292000
29641,292000
29642,292000
29643,292000
29644,292000
29645,292000
29646,292000
29647,292000
29648,292000
29649,292000
29650,292000
29651,292000
29652,292000
29653,292000
29654,292000
29655,292000
29656,292000
29657,292000
29658,292000
29659,292000
29660,292000
29661,292000
29662,292000
29663,292000
29664,292000
29665,292000
29666,292000
29667,292000
29668,292000
29669,292000
29670,292000
29671,292000
29672,292000
29673,292000
29674,292000
29675,292000
29676,292000
29677,292000
29678,292000
29679,292000
29680,292000
29681,292000
29682,292000
29683,292000
29684,292000
29685,292000
29686,292000
29687,292000
29688,292000
29689,292000
29690,292000
29691,292000
29692,292000
29693,292000
29694,292000
29695,292000
29696,292000
29697,292000
29698,292000
29699,292000
29700,292000
29701,292000
29702,292000
29703,292000
29704,292000
29705,292000
29706,292000
29707,292000
29708,292000
29709,292000
29710,292000
29711,292000
29712,292000
29713,292000
29714,292000
29715,292000
29716,292000
29717,292000
29718,292000
29719,292000
29720,292000
29721,292000
29722,292000
29723,292000
29724,292000
29725,292000
29726,292000
29727,292000
29728,292000
29729,292000
29730,292000
29731,292000
29732,292000
29733,292000
29734,292000
29735,292000
29736,292000
29737,292000
29738,292000
29739,292000
29740,292000
29741,292000
29742,292000
29743,292000
29744,292000
29745,292000
29746,292000
29747,292000
29748,292000
29749,292000
29750,292000
29751,292000
29752,292000
29753,292000
29754,292000
29755,292000
29756,292000
29757,292000
29758,292000
29759,292000
29760,292000
29761,292000
29762,292000
29763,292000
29764,292000
29765,292000
29766,292000
29767,292000
29768,292000
29769,292000
29770,292000
29771,292000
29772,292000
29773,292000
29774,292000
29775,292000
29776,292000
29777,292000
29778,292000
29779,292000
29780,292000
29781,292000
29782,292000
29783,292000
29784,292000
29785,292000
29786,292000
29787,292000
29788,292000
29789,292000
29790,292000
29791,292000
29792,292000
29793,292000
29794,292000
29795,292000
29796,292000
29797,292000
29798,292000
29799,292000
29800,292000
29801,292000
29802,292000
29803,295000
29804,295000
29805,295000
29806,295000
29807,295000
29808,295000
29809,295000
29810,295000
29811,295000
29812,295000
29813,295000
29814,295000
29815,295000
29816,295000
29817,295000
29818,295000
29819,295000
29820,295000
29821,295000
29822,295000
29823,295000
29824,295000
29825,295000
29826,295000
29827,295000
29828,295000
29829,295000
29830,295000
29831,295000
29832,295000
29833,295000
29834,295000
29835,295000
29836,295000
29837,295000
29838,295000
29839,295000
29840,295000
29841,295000
29842,295000
29843,295000
29844,295000
29845,295000
29846,295000
29847,295000
29848,295000
29849,295000
29850,295000
29851,295000
29852,295000
29853,295000
29854,295000
29855,295000
29856,295000
29857,295000
29858,295000
29859,295000
29860,295000
29861,295000
29862,295000
29863,295000
29864,295000
29865,295000
29866,295000
29867,295000
29868,295000
29869,295000
29870,295000
29871,295000
29872,295000
29873,295000
29874,295000
29875,295000
29876,295000
29877,295000
29878,295000
29879,295000
29880,295000
29881,295000
29882,295000
29883,295000
29884,295000
29885,295000
29886,295000
29887,295000
29888,295000
29889,295000
29890,295000
29891,295000
29892,295000
29893,295000
29894,295000
29895,295000
29896,295000
29897,295000
29898,295000
29899,295000
29900,295000
29901,295000
29902,295000
29903,295000
29904,295000
29905,295000
29906,295000
29907,295000
29908,295000
29909,295000
29910,295000
29911,295000
29912,295000
29913,295000
29914,295000
29915,295000
29916,295000
29917,295000
29918,295000
29919,295000
29920,295000
29921,295000
29922,295000
29923,295000
29924,295000
29925,295000
29926,295000
29927,295000
29928,295000
29929,295000
29930,295000
29931,295000
29932,295000
29933,295000
29934,295000
29935,295000
29936,295000
29937,295000
29938,295000
29939,295000
29940,295000
29941,295000
29942,295000
29943,295000
29944,295000
29945,295000
29946,295000
29947,295000
29948,295000
29949,295000
29950,295000
29951,295000
29952,295000
29953,295000
29954,295000
29955,295000
29956,295000
29957,295000
29958,295000
29959,295000
29960,295000
29961,295000
29962,295000
29963,295000
29964,295000
29965,295000
29966,295000
29967,295000
29968,295000
29969,295000
29970,295000
29971,295000
29972,295000
29973,295000
29974,295000
29975,295000
29976,295000
29977,295000
29978,295000
29979,295000
29980,295000
29981,295000
29982,295000
29983,295000
29984,295000
29985,295000
29986,297000
29987,297000
29988,297000
29989,297000
29990,297000
29991,297000
29992,297000
29993,297000
29994,297000
29995,297000
29996,297000
29997,297000
29998,297000
29999,297000
30000,297000
30001,297000
30002,297000
30003,297000
30004,297000
30005,297000
30006,297000
30007,297000
30008,297000
30009,297000
30010,297000
30011,297000
30012,297000
30013,297000
30014,297000
30015,297000
30016,297000
30017,297000
30018,297000
30019,297000
30020,297000
30021,297000
30022,297000
30023,297000
30024,297000
30025,297000
30026,297000
30027,297000
30028,297000
30029,297000
30030,297000
30031,297000
30032,297000
30033,297000
30034,297000
30035,297000
30036,297000
30037,297000
30038,297000
30039,297000
30040,297000
30041,297000
30042,297000
30043,297000
30044,297000
30045,297000
30046,297000
30047,297000
30048,297000
30049,297000
30050,297000
30051,297000
30052,297000
30053,297000
30054,297000
30055,297000
30056,297000
30057,297000
30058,297000
30059,297000
30060,297000
30061,297000
30062,297000
30063,297000
30064,297000
30065,297000
30066,297000
30067,297000
30068,297000
30069,297000
30070,297000
30071,297000
30072,297000
30073,297000
30074,297000
30075,297000
30076,297000
30077,297000
30078,297000
30079,297000
30080,297000
30081,297000
30082,297000
30083,297000
30084,297000
30085,297000
30086,297000
30087,297000
30088,297000
30089,297000
30090,297000
30091,297000
30092,297000
30093,297000
30094,297000
30095,297000
30096,297000
30097,297000
30098,297000
30099,297000
30100,297000
30101,297000
30102,297000
30103,297000
30104,297000
30105,297000
30106,297000
30107,297000
30108,297000
30109,297000
30110,297000
30111,297000
30112,297000
30113,297000
30114,297000
30115,297000
30116,297000
30117,297000
30118,297000
30119,297000
30120,297000
30121,297000
30122,297000
30123,297000
30124,297000
30125,297000
30126,297000
30127,297000
30128,297000
30129,297000
30130,297000
30131,297000
30132,297000
30133,297000
30134,297000
30135,297000
30136,297000
30137,297000
30138,297000
30139,297000
30140,297000
30141,297000
30142,297000
30143,297000
30144,297000
30145,297000
30146,297000
30147,297000
30148,297000
30149,297000
30150,297000
30151,297000
30152,297000
30153,297000
30154,297000
30155,297000
30156,297000
30157,297000
30158,297000
30159,297000
30160,297000
30161,297000
30162,297000
30163,297000
30164,297000
30165,297000
30166,297000
30167,297000
30168,297000
30169,297000
30170,297000
30171,297000
30172,297000
30173,297000
30174,297000
30175,297000
30176,297000
30177,297000
30178,297000
30179,297000
30180,297000
30181,298000
30182,298000
30183,298000
30184,298000
30185,298000
30186,298000
30187,298000
30188,298000
30189,298000
30190,298000
30191,298000
30192,298000
30193,298000
30194,298000
30195,298000
30196,298000
30197,298000
30198,298000
30199,298000
30200,298000
30201,298000
30202,298000
30203,298000
30204,298000
30205,298000
30206,298000
30207,298000
30208,298000
30209,298000
30210,298000
30211,298000
30212,298000
30213,298000
30214,298000
30215,298000
30216,298000
30217,298000
30218,298000
30219,298000
30220,298000
30221,298000
30222,298000
30223,298000
30224,298000
30225,298000
30226,298000
30227,298000
30228,298000
30229,298000
30230,298000
30231,298000
30232,298000
30233,298000
30234,298000
30235,298000
30236,298000
30237,298000
30238,298000
30239,298000
30240,298000
30241,298000
30242,298000
30243,298000
30244,298000
30245,298000
30246,298000
30247,298000
30248,298000
30249,298000
30250,298000
30251,298000
30252,298000
30253,298000
30254,298000
30255,298000
30256,298000
30257,298000
30258,298000
30259,298000
30260,298000
30261,298000
30262,298000
30263,298000
30264,298000
30265,298000
30266,298000
30267,298000
30268,298000
30269,298000
30270,298000
30271,298000
30272,298000
30273,298000
30274,298000
30275,298000
30276,298000
30277,298000
30278,298000
30279,298000
30280,298000
30281,298000
30282,298000
30283,298000
30284,298000
30285,298000
30286,298000
30287,298000
30288,298000
30289,298000
30290,298000
30291,298000
30292,298000
30293,298000
30294,298000
30295,298000
30296,298000
30297,298000
30298,298000
30299,298000
30300,298000
30301,298000
30302,298000
30303,298000
30304,298000
30305,298000
30306,298000
30307,298000
30308,298000
30309,298000
30310,298000
30311,298000
30312,298000
30313,298000
30314,298000
30315,298000
30316,298000
30317,298000
30318,298000
30319,298000
30320,298000
30321,298000
30322,298000
30323,298000
30324,298000
30325,298000
30326,298000
30327,298000
30328,298000
30329,298000
30330,298000
30331,298000
30332,298000
30333,298000
30334,298000
30335,298000
30336,298000
30337,298000
30338,298000
30339,298000
30340,298000
30341,298000
30342,298000
30343,298000
30344,298000
30345,298000
30346,298000
30347,298000
30348,298000
30349,298000
30350,298000
30351,298000
30352,298000
30353,298000
30354,298000
30355,298000
30356,298000
30357,298000
30358,298000
30359,298000
30360,298000
30361,298000
30362,298000
30363,298000
30364,298000
30365,298000
30366,298000
30367,298000
30368,298000
30369,298000
30370,298000
30371,298000
30372,298000
30373,298000
30374,298000
30375,298000
30376,299000
30377,299000
30378,299000
30379,299000
30380,299000
30381,299000
30382,299000
30383,299000
30384,299000
30385,299000
30386,299000
30387,299000
30388,299000
30389,299000
30390,299000
30391,299000
30392,299000
30393,299000
30394,299000
30395,299000
30396,299000
30397,299000
30398,299000
30399,299000
30400,299000
30401,299000
30402,299000
30403,299000
30404,299000
30405,299000
30406,299000
30407,299000
30408,299000
30409,299000
30410,299000
30411,299000
30412,299000
30413,299000
30414,299000
30415,299000
30416,299000
30417,299000
30418,299000
30419,299000
30420,299000
30421,299000
30422,299000
30423,299000
30424,299000
30425,299000
30426,299000
30427,299000
30428,299000
30429,299000
30430,299000
30431,299000
30432,299000
30433,299000
30434,299000
30435,299000
30436,299000
30437,299000
30438,299000
30439,299000
30440,299000
30441,299000
30442,299000
30443,299000
30444,299000
30445,299000
30446,299000
30447,299000
30448,299000
30449,299000
30450,299000
30451,299000
30452,299000
30453,299000
30454,299000
30455,299000
30456,299000
30457,299000
30458,299000
30459,299000
30460,299000
30461,299000
30462,299000
30463,299000
30464,299000
30465,299000
30466,299000
30467,299000
30468,299000
30469,299000
30470,299000
30471,299000
30472,299000
30473,299000
30474,299000
30475,299000
30476,299000
30477,299000
30478,299000
30479,299000
30480,299000
30481,299000
30482,299000
30483,299000
30484,299000
30485,299000
30486,299000
30487,299000
30488,299000
30489,299000
30490,299000
30491,299000
30492,299000
30493,299000
30494,299000
30495,299000
30496,299000
30497,299000
30498,299000
30499,299000
30500,299000
30501,299000
30502,299000
30503,299000
30504,299000
30505,299000
30506,299000
30507,299000
30508,299000
30509,299000
30510,299000
30511,299000
30512,299000
30513,299000
30514,299000
30515,299000
30516,299000
30517,299000
30518,299000
30519,299000
30520,299000
30521,299000
30522,299000
30523,299000
30524,299000
30525,299000
30526,299000
30527,299000
30528,299000
30529,299000
30530,299000
30531,299000
30532,299000
30533,299000
30534,299000
30535,299000
30536,299000
30537,299000
30538,299000
30539,299000
30540,299000
30541,299000
30542,299000
30543,299000
30544,299000
30545,299000
30546,299000
30547,299000
30548,299000
30549,299000
30550,299000
30551,299000
30552,299000
30553,299000
30554,299000
30555,299000
30556,299000
30557,299000
30558,299000
